Date,Day,Usage
22/04/2020,WED,111647
21/04/2020,TUE,114449
20/04/2020,MON,121494
19/04/2020,SUN,147581
18/04/2020,SAT,233630
17/04/2020,FRI,314794
16/04/2020,THU,307623
15/04/2020,WED,308433
14/04/2020,TUE,315169
13/04/2020,MON,193602
12/04/2020,SUN,134507
11/04/2020,SAT,228626
10/04/2020,FRI,228866
09/04/2020,THU,316333
08/04/2020,WED,308994
07/04/2020,TUE,310579
06/04/2020,MON,315865
05/04/2020,SUN,172965
04/04/2020,SAT,248355
03/04/2020,FRI,335629
02/04/2020,THU,318752
01/04/2020,WED,326785
31/03/2020,TUE,333953
30/03/2020,MON,333533
29/03/2020,SUN,170515
28/03/2020,SAT,264300
27/03/2020,FRI,380623
26/03/2020,THU,376726
25/03/2020,WED,400387
24/03/2020,TUE,471014
23/03/2020,MON,662002
22/03/2020,SUN,385650
21/03/2020,SAT,633184
20/03/2020,FRI,1130937
19/03/2020,THU,1270437
18/03/2020,WED,1416082
17/03/2020,TUE,1621082
16/03/2020,MON,1865662
15/03/2020,SUN,971439
14/03/2020,SAT,1383553
13/03/2020,FRI,2129536
12/03/2020,THU,2251471
11/03/2020,WED,2308103
10/03/2020,TUE,2322401
09/03/2020,MON,2326672
08/03/2020,SUN,1254029
07/03/2020,SAT,1695030
06/03/2020,FRI,2426805
05/03/2020,THU,2351458
04/03/2020,WED,2423505
03/03/2020,TUE,2444524
02/03/2020,MON,2397776
01/03/2020,SUN,1335552
29/02/2020,SAT,1688176
28/02/2020,FRI,2407858
27/02/2020,THU,2451132
26/02/2020,WED,2487058
25/02/2020,TUE,2488222
24/02/2020,MON,2344462
23/02/2020,SUN,1271515
22/02/2020,SAT,1654581
21/02/2020,FRI,2172037
20/02/2020,THU,2132977
19/02/2020,WED,2168988
18/02/2020,TUE,2178157
17/02/2020,MON,2146217
16/02/2020,SUN,1118998
15/02/2020,SAT,1516357
14/02/2020,FRI,2403695
13/02/2020,THU,2423044
12/02/2020,WED,2445498
11/02/2020,TUE,2436105
10/02/2020,MON,2359644
09/02/2020,SUN,998587
08/02/2020,SAT,1737365
07/02/2020,FRI,2456111
06/02/2020,THU,2475665
05/02/2020,WED,2471593
04/02/2020,TUE,2451145
03/02/2020,MON,2401876
02/02/2020,SUN,1297999
01/02/2020,SAT,1759377
31/01/2020,FRI,2460597
30/01/2020,THU,2455433
29/01/2020,WED,2471677
28/01/2020,TUE,2466704
27/01/2020,MON,2388384
26/01/2020,SUN,1297950
25/01/2020,SAT,1756536
24/01/2020,FRI,2467566
23/01/2020,THU,2482314
22/01/2020,WED,2466609
21/01/2020,TUE,2477976
20/01/2020,MON,2419576
19/01/2020,SUN,1324818
18/01/2020,SAT,1766462
17/01/2020,FRI,2441444
16/01/2020,THU,2452814
15/01/2020,WED,2422926
14/01/2020,TUE,2395237
13/01/2020,MON,2368865
12/01/2020,SUN,1245608
11/01/2020,SAT,1641917
10/01/2020,FRI,2373097
09/01/2020,THU,2352434
08/01/2020,WED,2331993
07/01/2020,TUE,2295901
06/01/2020,MON,2149061
05/01/2020,SUN,1170323
04/01/2020,SAT,1533466
03/01/2020,FRI,1858833
02/01/2020,THU,1795948
01/01/2020,WED,1039716
31/12/2019,TUE,1716511
30/12/2019,MON,1761143
29/12/2019,SUN,1289299
28/12/2019,SAT,1493915
27/12/2019,FRI,1568935
26/12/2019,THU,968940
25/12/2019,WED,644
24/12/2019,TUE,1563086
23/12/2019,MON,1910645
22/12/2019,SUN,1373062
21/12/2019,SAT,1687778
20/12/2019,FRI,2209546
19/12/2019,THU,2341988
18/12/2019,WED,2414330
17/12/2019,TUE,2393704
16/12/2019,MON,2394629
15/12/2019,SUN,1429756
14/12/2019,SAT,1836958
13/12/2019,FRI,2503258
12/12/2019,THU,2486121
11/12/2019,WED,2541289
10/12/2019,TUE,2498825
09/12/2019,MON,2505830
08/12/2019,SUN,1435353
07/12/2019,SAT,1906274
06/12/2019,FRI,2541557
05/12/2019,THU,2590039
04/12/2019,WED,2570713
03/12/2019,TUE,2560477
02/12/2019,MON,2508181
01/12/2019,SUN,1440614
30/11/2019,SAT,1912164
29/11/2019,FRI,2627073
28/11/2019,THU,2607417
27/11/2019,WED,2573244
26/11/2019,TUE,2563737
25/11/2019,MON,2502019
24/11/2019,SUN,1431705
23/11/2019,SAT,1867124
22/11/2019,FRI,2563143
21/11/2019,THU,2577198
20/11/2019,WED,2568564
19/11/2019,TUE,2551111
18/11/2019,MON,2503199
17/11/2019,SUN,1407069
16/11/2019,SAT,1830283
15/11/2019,FRI,2546398
14/11/2019,THU,2598429
13/11/2019,WED,2580798
12/11/2019,TUE,2552364
11/11/2019,MON,2513009
10/11/2019,SUN,1439406
09/11/2019,SAT,1822402
08/11/2019,FRI,2552422
07/11/2019,THU,2581852
06/11/2019,WED,2572490
05/11/2019,TUE,2569619
04/11/2019,MON,2511224
03/11/2019,SUN,1426562
01/11/2019,FRI,2504566
31/10/2019,THU,2566966
30/10/2019,WED,2544749
29/10/2019,TUE,2515142
28/10/2019,MON,2437686
27/10/2019,SUN,1489935
26/10/2019,SAT,1762113
25/10/2019,FRI,2321748
24/10/2019,THU,2250112
23/10/2019,WED,2308950
22/10/2019,TUE,2343298
21/10/2019,MON,2231176
20/10/2019,SUN,1416396
19/10/2019,SAT,1881240
18/10/2019,FRI,2536885
17/10/2019,THU,2576279
16/10/2019,WED,2578099
15/10/2019,TUE,2596573
14/10/2019,MON,2498289
13/10/2019,SUN,1407723
12/10/2019,SAT,1807656
11/10/2019,FRI,2544896
10/10/2019,THU,2620373
09/10/2019,WED,2572125
08/10/2019,TUE,2582206
07/10/2019,MON,2537989
06/10/2019,SUN,1444737
05/10/2019,SAT,1899518
04/10/2019,FRI,2584326
03/10/2019,THU,2600075
02/10/2019,WED,2589383
01/10/2019,TUE,2515610
30/09/2019,MON,2572172
29/09/2019,SUN,1412478
28/09/2019,SAT,1920295
27/09/2019,FRI,2626324
26/09/2019,THU,2645313
25/09/2019,WED,2626549
24/09/2019,TUE,2554473
23/09/2019,MON,2576125
22/09/2019,SUN,1434841
21/09/2019,SAT,1924563
20/09/2019,FRI,2624040
19/09/2019,THU,2637948
18/09/2019,WED,2618781
17/09/2019,TUE,2618738
16/09/2019,MON,2531812
15/09/2019,SUN,1483636
14/09/2019,SAT,1899110
13/09/2019,FRI,2584710
12/09/2019,THU,2592584
11/09/2019,WED,2553959
10/09/2019,TUE,2552305
09/09/2019,MON,2449131
08/09/2019,SUN,1425661
07/09/2019,SAT,1800788
06/09/2019,FRI,2463947
05/09/2019,THU,2483245
04/09/2019,WED,2391729
03/09/2019,TUE,2315148
02/09/2019,MON,2223088
01/09/2019,SUN,1384530
31/08/2019,SAT,1753516
30/08/2019,FRI,2211420
29/08/2019,THU,2223282
28/08/2019,WED,2188626
27/08/2019,TUE,2126381
26/08/2019,MON,1437039
25/08/2019,SUN,1417682
24/08/2019,SAT,1717923
23/08/2019,FRI,2186862
22/08/2019,THU,2244133
21/08/2019,WED,2220749
20/08/2019,TUE,2225331
19/08/2019,MON,2155192
18/08/2019,SUN,1383441
17/08/2019,SAT,1772082
16/08/2019,FRI,2157391
15/08/2019,THU,2281505
14/08/2019,WED,2107515
13/08/2019,TUE,2249283
12/08/2019,MON,2120204
11/08/2019,SUN,1423501
10/08/2019,SAT,1728612
09/08/2019,FRI,2198771
08/08/2019,THU,2275382
07/08/2019,WED,2257001
06/08/2019,TUE,2255930
05/08/2019,MON,2188064
04/08/2019,SUN,1440211
03/08/2019,SAT,1794634
02/08/2019,FRI,2249409
01/08/2019,THU,2285330
31/07/2019,WED,2279704
30/07/2019,TUE,2207884
29/07/2019,MON,2252265
28/07/2019,SUN,1438123
27/07/2019,SAT,1712683
26/07/2019,FRI,2239750
25/07/2019,THU,2158154
24/07/2019,WED,2296992
23/07/2019,TUE,2347249
22/07/2019,MON,2328573
21/07/2019,SUN,1492109
20/07/2019,SAT,1841899
19/07/2019,FRI,2433849
18/07/2019,THU,2498008
17/07/2019,WED,2523587
16/07/2019,TUE,2536952
15/07/2019,MON,2480252
14/07/2019,SUN,1495898
13/07/2019,SAT,1926546
12/07/2019,FRI,2558010
11/07/2019,THU,2585817
10/07/2019,WED,2578121
09/07/2019,TUE,2567666
08/07/2019,MON,2525918
07/07/2019,SUN,1537596
06/07/2019,SAT,1992537
05/07/2019,FRI,2608108
04/07/2019,THU,2642077
03/07/2019,WED,2626578
02/07/2019,TUE,2615680
01/07/2019,MON,2544858
30/06/2019,SUN,1545355
29/06/2019,SAT,1940958
28/06/2019,FRI,2594575
27/06/2019,THU,2625311
26/06/2019,WED,2614726
25/06/2019,TUE,2591074
24/06/2019,MON,2538241
23/06/2019,SUN,1522496
22/06/2019,SAT,1968565
21/06/2019,FRI,2620528
20/06/2019,THU,2642550
19/06/2019,WED,2608304
18/06/2019,TUE,2594102
17/06/2019,MON,2576388
16/06/2019,SUN,1476245
15/06/2019,SAT,1927421
14/06/2019,FRI,2652418
13/06/2019,THU,2587455
12/06/2019,WED,2608737
11/06/2019,TUE,2632181
10/06/2019,MON,2424888
09/06/2019,SUN,1485315
08/06/2019,SAT,1901908
07/06/2019,FRI,2562989
06/06/2019,THU,2644095
05/06/2019,WED,2575286
04/06/2019,TUE,2522662
03/06/2019,MON,2529843
02/06/2019,SUN,1480538
01/06/2019,SAT,1939980
31/05/2019,FRI,2391586
30/05/2019,THU,2393777
29/05/2019,WED,2357239
28/05/2019,TUE,2320271
27/05/2019,MON,1498473
26/05/2019,SUN,1480008
25/05/2019,SAT,1867889
24/05/2019,FRI,2582444
23/05/2019,THU,2628704
22/05/2019,WED,2628286
21/05/2019,TUE,2630710
20/05/2019,MON,2555695
19/05/2019,SUN,1437317
18/05/2019,SAT,1883939
17/05/2019,FRI,2591499
16/05/2019,THU,2642528
15/05/2019,WED,2635461
14/05/2019,TUE,2626364
13/05/2019,MON,2571694
12/05/2019,SUN,1463990
11/05/2019,SAT,1846691
10/05/2019,FRI,2638302
09/05/2019,THU,2624579
08/05/2019,WED,2555977
07/05/2019,TUE,2606872
06/05/2019,MON,1432390
05/05/2019,SUN,1493417
04/05/2019,SAT,1891235
03/05/2019,FRI,2645163
02/05/2019,THU,2687375
01/05/2019,WED,2674213
30/04/2019,TUE,2677982
29/04/2019,MON,2591401
28/04/2019,SUN,1470095
27/04/2019,SAT,1891221
26/04/2019,FRI,2629346
25/04/2019,THU,2619251
24/04/2019,WED,2568320
23/04/2019,TUE,2478832
22/04/2019,MON,1439366
21/04/2019,SUN,1299869
20/04/2019,SAT,1777228
19/04/2019,FRI,1723812
18/04/2019,THU,2374028
17/04/2019,WED,2375830
16/04/2019,TUE,2355002
15/04/2019,MON,2320733
14/04/2019,SUN,1452521
13/04/2019,SAT,1849916
12/04/2019,FRI,2379407
11/04/2019,THU,2423114
10/04/2019,WED,2438041
09/04/2019,TUE,2368455
08/04/2019,MON,2348732
07/04/2019,SUN,1433365
06/04/2019,SAT,1861769
05/04/2019,FRI,2618732
04/04/2019,THU,2617795
03/04/2019,WED,2635377
02/04/2019,TUE,2591682
01/04/2019,MON,2598051
31/03/2019,SUN,1457530
30/03/2019,SAT,2003416
29/03/2019,FRI,2701821
28/03/2019,THU,2699592
27/03/2019,WED,2669690
26/03/2019,TUE,2677073
25/03/2019,MON,2625770
24/03/2019,SUN,1532533
23/03/2019,SAT,2013281
22/03/2019,FRI,2683659
21/03/2019,THU,2697506
20/03/2019,WED,2674185
19/03/2019,TUE,2685034
18/03/2019,MON,2632080
17/03/2019,SUN,1494708
16/03/2019,SAT,1901440
15/03/2019,FRI,2678465
14/03/2019,THU,2685199
13/03/2019,WED,2674750
12/03/2019,TUE,2600873
11/03/2019,MON,2649025
10/03/2019,SUN,1454637
09/03/2019,SAT,1955321
08/03/2019,FRI,2719831
07/03/2019,THU,2723125
06/03/2019,WED,2687868
05/03/2019,TUE,2721203
04/03/2019,MON,2654406
03/03/2019,SUN,1401979
02/03/2019,SAT,1975560
01/03/2019,FRI,2709024
28/02/2019,THU,2708965
27/02/2019,WED,2724928
26/02/2019,TUE,2697894
25/02/2019,MON,2603398
24/02/2019,SUN,1491151
23/02/2019,SAT,1911577
22/02/2019,FRI,2448164
21/02/2019,THU,2458178
20/02/2019,WED,2439587
19/02/2019,TUE,2445519
18/02/2019,MON,2336580
17/02/2019,SUN,1504314
16/02/2019,SAT,1884858
15/02/2019,FRI,2646797
14/02/2019,THU,2698687
13/02/2019,WED,2696327
12/02/2019,TUE,2681185
11/02/2019,MON,2634125
10/02/2019,SUN,1434836
09/02/2019,SAT,1914142
08/02/2019,FRI,2609084
07/02/2019,THU,2700882
06/02/2019,WED,2684533
05/02/2019,TUE,2678852
04/02/2019,MON,2578330
03/02/2019,SUN,1438381
02/02/2019,SAT,1879403
01/02/2019,FRI,2499484
31/01/2019,THU,2660911
30/01/2019,WED,2660392
29/01/2019,TUE,2670658
28/01/2019,MON,2635471
27/01/2019,SUN,1409601
26/01/2019,SAT,1906668
25/01/2019,FRI,2704285
24/01/2019,THU,2675471
23/01/2019,WED,2646104
22/01/2019,TUE,2671025
21/01/2019,MON,2610891
20/01/2019,SUN,1445058
19/01/2019,SAT,1877937
18/01/2019,FRI,2673181
17/01/2019,THU,2682524
16/01/2019,WED,2631470
15/01/2019,TUE,2648901
14/01/2019,MON,2595486
13/01/2019,SUN,1380242
12/01/2019,SAT,1823715
11/01/2019,FRI,2600467
10/01/2019,THU,2576938
09/01/2019,WED,2558972
08/01/2019,TUE,2553138
07/01/2019,MON,2394429
06/01/2019,SUN,1278491
05/01/2019,SAT,1664945
04/01/2019,FRI,2161392
03/01/2019,THU,2115920
02/01/2019,WED,2034537
01/01/2019,TUE,1154969
31/12/2018,MON,1872597
30/12/2018,SUN,1400920
29/12/2018,SAT,1693069
28/12/2018,FRI,1824746
27/12/2018,THU,1725292
26/12/2018,WED,1151140
25/12/2018,TUE,718
24/12/2018,MON,1675765
23/12/2018,SUN,1428379
22/12/2018,SAT,1895101
21/12/2018,FRI,2444147
20/12/2018,THU,2542759
19/12/2018,WED,2619649
18/12/2018,TUE,2612751
17/12/2018,MON,2627014
16/12/2018,SUN,1557605
15/12/2018,SAT,1921075
14/12/2018,FRI,2762611
13/12/2018,THU,2779537
12/12/2018,WED,2770180
11/12/2018,TUE,2781949
10/12/2018,MON,2729618
09/12/2018,SUN,1585172
08/12/2018,SAT,2103888
07/12/2018,FRI,2790103
06/12/2018,THU,2792064
05/12/2018,WED,2797287
04/12/2018,TUE,2823280
03/12/2018,MON,2737314
02/12/2018,SUN,1603402
01/12/2018,SAT,2012664
30/11/2018,FRI,2847092
29/11/2018,THU,2791113
28/11/2018,WED,2754044
27/11/2018,TUE,2761596
26/11/2018,MON,2725858
25/11/2018,SUN,1554763
24/11/2018,SAT,2068573
23/11/2018,FRI,2845454
22/11/2018,THU,2813145
21/11/2018,WED,2801967
20/11/2018,TUE,2714684
19/11/2018,MON,2698511
18/11/2018,SUN,1578080
17/11/2018,SAT,2073570
16/11/2018,FRI,2808561
15/11/2018,THU,2837530
14/11/2018,WED,2812039
13/11/2018,TUE,2809798
12/11/2018,MON,2719015
11/11/2018,SUN,1578301
10/11/2018,SAT,2004579
09/11/2018,FRI,2786769
08/11/2018,THU,2813576
07/11/2018,WED,2694784
06/11/2018,TUE,2792523
05/11/2018,MON,2732249
04/11/2018,SUN,1537518
03/11/2018,SAT,2072479
02/11/2018,FRI,2820654
01/11/2018,THU,2749304
31/10/2018,WED,2817831
30/10/2018,TUE,2739248
29/10/2018,MON,2680569
28/10/2018,SUN,1533076
27/10/2018,SAT,1985487
26/10/2018,FRI,2530310
25/10/2018,THU,2562112
24/10/2018,WED,2539745
23/10/2018,TUE,2532703
22/10/2018,MON,2499447
21/10/2018,SUN,1604982
20/10/2018,SAT,2081259
19/10/2018,FRI,2784104
18/10/2018,THU,2821795
17/10/2018,WED,2776863
16/10/2018,TUE,2826537
15/10/2018,MON,2730592
14/10/2018,SUN,1451150
13/10/2018,SAT,2074728
12/10/2018,FRI,2815449
11/10/2018,THU,2833676
10/10/2018,WED,2833644
09/10/2018,TUE,2827543
08/10/2018,MON,2748502
07/10/2018,SUN,1599146
06/10/2018,SAT,1890201
05/10/2018,FRI,2780547
04/10/2018,THU,2822005
03/10/2018,WED,2803854
02/10/2018,TUE,2772114
01/10/2018,MON,2726080
30/09/2018,SUN,1551698
29/09/2018,SAT,2086045
28/09/2018,FRI,2792330
27/09/2018,THU,2809037
26/09/2018,WED,2808695
25/09/2018,TUE,2785773
24/09/2018,MON,2735979
23/09/2018,SUN,1459543
22/09/2018,SAT,1965402
21/09/2018,FRI,2781216
20/09/2018,THU,2779473
19/09/2018,WED,2732837
18/09/2018,TUE,2739827
17/09/2018,MON,2699744
16/09/2018,SUN,1535210
15/09/2018,SAT,2007961
14/09/2018,FRI,2730045
13/09/2018,THU,2750842
12/09/2018,WED,2708186
11/09/2018,TUE,2684186
10/09/2018,MON,2635313
09/09/2018,SUN,1510525
08/09/2018,SAT,1936085
07/09/2018,FRI,2669025
06/09/2018,THU,2652759
05/09/2018,WED,2581379
04/09/2018,TUE,2477859
03/09/2018,MON,2384040
02/09/2018,SUN,1462655
01/09/2018,SAT,1871292
31/08/2018,FRI,2366291
30/08/2018,THU,2368757
29/08/2018,WED,2304353
28/08/2018,TUE,2312887
27/08/2018,MON,1549715
26/08/2018,SUN,1309175
25/08/2018,SAT,1823583
24/08/2018,FRI,2318940
23/08/2018,THU,2339540
22/08/2018,WED,2320271
21/08/2018,TUE,2321523
20/08/2018,MON,2286188
19/08/2018,SUN,1464838
18/08/2018,SAT,1861226
17/08/2018,FRI,2375376
16/08/2018,THU,2267449
15/08/2018,WED,2373683
14/08/2018,TUE,2364481
13/08/2018,MON,2296864
12/08/2018,SUN,1455231
11/08/2018,SAT,1888905
10/08/2018,FRI,2328014
09/08/2018,THU,2293409
08/08/2018,WED,2398029
07/08/2018,TUE,2345772
06/08/2018,MON,2303726
05/08/2018,SUN,1502307
04/08/2018,SAT,1864301
03/08/2018,FRI,2359636
02/08/2018,THU,2418494
01/08/2018,WED,2435611
31/07/2018,TUE,2428110
30/07/2018,MON,2360835
29/07/2018,SUN,1421378
28/07/2018,SAT,1928018
27/07/2018,FRI,2369488
26/07/2018,THU,2423383
25/07/2018,WED,2464470
24/07/2018,TUE,2466966
23/07/2018,MON,2422597
22/07/2018,SUN,1558908
21/07/2018,SAT,1963392
20/07/2018,FRI,2598230
19/07/2018,THU,2655280
18/07/2018,WED,2669595
17/07/2018,TUE,2672275
16/07/2018,MON,2609629
15/07/2018,SUN,1603851
14/07/2018,SAT,2040095
13/07/2018,FRI,2712902
12/07/2018,THU,2708811
11/07/2018,WED,2726027
10/07/2018,TUE,2745932
09/07/2018,MON,2653445
08/07/2018,SUN,1628483
07/07/2018,SAT,2057299
06/07/2018,FRI,2745822
05/07/2018,THU,2775294
04/07/2018,WED,2766863
03/07/2018,TUE,2756331
02/07/2018,MON,2680446
01/07/2018,SUN,1602761
30/06/2018,SAT,2055276
29/06/2018,FRI,2751410
28/06/2018,THU,2766536
27/06/2018,WED,2761174
26/06/2018,TUE,2744673
25/06/2018,MON,2691291
24/06/2018,SUN,1603294
23/06/2018,SAT,2083969
22/06/2018,FRI,2787623
21/06/2018,THU,2787433
20/06/2018,WED,2769362
19/06/2018,TUE,2766824
18/06/2018,MON,2715312
17/06/2018,SUN,1576208
16/06/2018,SAT,2024893
15/06/2018,FRI,2749067
14/06/2018,THU,2771696
13/06/2018,WED,2791747
12/06/2018,TUE,2759598
11/06/2018,MON,2710964
10/06/2018,SUN,1568272
09/06/2018,SAT,2030004
08/06/2018,FRI,2776585
07/06/2018,THU,2773438
06/06/2018,WED,2757317
05/06/2018,TUE,2749155
04/06/2018,MON,2649892
03/06/2018,SUN,1534885
02/06/2018,SAT,1986001
01/06/2018,FRI,2520893
31/05/2018,THU,2514931
30/05/2018,WED,2504056
29/05/2018,TUE,2347431
28/05/2018,MON,1596890
27/05/2018,SUN,1553846
26/05/2018,SAT,2009216
25/05/2018,FRI,2785672
24/05/2018,THU,2793499
23/05/2018,WED,2796054
22/05/2018,TUE,2802626
21/05/2018,MON,2714791
20/05/2018,SUN,1578622
19/05/2018,SAT,1969252
18/05/2018,FRI,2811387
17/05/2018,THU,2817515
16/05/2018,WED,2785508
15/05/2018,TUE,2809586
14/05/2018,MON,2753206
13/05/2018,SUN,1582209
12/05/2018,SAT,1990072
11/05/2018,FRI,2842659
10/05/2018,THU,2855946
09/05/2018,WED,2836905
08/05/2018,TUE,2775147
07/05/2018,MON,1647866
06/05/2018,SUN,1669221
05/05/2018,SAT,2079946
04/05/2018,FRI,2824883
03/05/2018,THU,2855243
02/05/2018,WED,2784649
01/05/2018,TUE,2872302
30/04/2018,MON,2720351
29/04/2018,SUN,1569547
28/04/2018,SAT,2070566
27/04/2018,FRI,2831985
26/04/2018,THU,2880202
25/04/2018,WED,2847432
24/04/2018,TUE,2826084
23/04/2018,MON,2773282
22/04/2018,SUN,1669414
21/04/2018,SAT,2102345
20/04/2018,FRI,2848355
19/04/2018,THU,2843436
18/04/2018,WED,2825004
17/04/2018,TUE,2778236
16/04/2018,MON,2671173
15/04/2018,SUN,1483137
14/04/2018,SAT,2024883
13/04/2018,FRI,2539103
12/04/2018,THU,2541280
11/04/2018,WED,2522706
10/04/2018,TUE,2520641
09/04/2018,MON,2383370
08/04/2018,SUN,1425311
07/04/2018,SAT,1939270
06/04/2018,FRI,2500867
05/04/2018,THU,2538328
04/04/2018,WED,2450937
03/04/2018,TUE,2384640
02/04/2018,MON,1456609
01/04/2018,SUN,1321880
31/03/2018,SAT,1849468
30/03/2018,FRI,1695325
29/03/2018,THU,2741788
28/03/2018,WED,2711692
27/03/2018,TUE,2784813
26/03/2018,MON,2759554
25/03/2018,SUN,1542602
24/03/2018,SAT,2051100
23/03/2018,FRI,2859113
22/03/2018,THU,2860711
21/03/2018,WED,2855386
20/03/2018,TUE,2827215
19/03/2018,MON,2725351
18/03/2018,SUN,1389002
17/03/2018,SAT,1867335
16/03/2018,FRI,2875667
15/03/2018,THU,2860998
14/03/2018,WED,2864540
13/03/2018,TUE,2853045
12/03/2018,MON,2751508
11/03/2018,SUN,1575541
10/03/2018,SAT,2091748
09/03/2018,FRI,2871687
08/03/2018,THU,2878525
07/03/2018,WED,2869827
06/03/2018,TUE,2849244
05/03/2018,MON,2795757
04/03/2018,SUN,1459715
03/03/2018,SAT,1819277
02/03/2018,FRI,2271819
01/03/2018,THU,2297168
28/02/2018,WED,2528321
27/02/2018,TUE,2714528
26/02/2018,MON,2709140
25/02/2018,SUN,1562275
24/02/2018,SAT,2064138
23/02/2018,FRI,2869464
22/02/2018,THU,2884093
21/02/2018,WED,2867145
20/02/2018,TUE,2837194
19/02/2018,MON,2716829
18/02/2018,SUN,1549324
17/02/2018,SAT,2040218
16/02/2018,FRI,2617969
15/02/2018,THU,2607865
14/02/2018,WED,2589193
13/02/2018,TUE,2540692
12/02/2018,MON,2554479
11/02/2018,SUN,1555365
10/02/2018,SAT,1967725
09/02/2018,FRI,2799222
08/02/2018,THU,2852201
07/02/2018,WED,2837679
06/02/2018,TUE,2835606
05/02/2018,MON,2766107
04/02/2018,SUN,1534841
03/02/2018,SAT,1993991
02/02/2018,FRI,2873879
01/02/2018,THU,2882375
31/01/2018,WED,2852936
30/01/2018,TUE,2873323
29/01/2018,MON,2785927
28/01/2018,SUN,1566834
27/01/2018,SAT,2046376
26/01/2018,FRI,2900176
25/01/2018,THU,2909797
24/01/2018,WED,2781295
23/01/2018,TUE,2835333
22/01/2018,MON,2787931
21/01/2018,SUN,1392330
20/01/2018,SAT,1989280
19/01/2018,FRI,2871205
18/01/2018,THU,2835715
17/01/2018,WED,2830291
16/01/2018,TUE,2835407
15/01/2018,MON,2720616
14/01/2018,SUN,1471989
13/01/2018,SAT,2001854
12/01/2018,FRI,2801365
11/01/2018,THU,2776282
10/01/2018,WED,2774643
09/01/2018,TUE,2724342
08/01/2018,MON,2623524
07/01/2018,SUN,1395440
06/01/2018,SAT,1832025
05/01/2018,FRI,2568494
04/01/2018,THU,2525353
03/01/2018,WED,2389736
02/01/2018,TUE,2129320
01/01/2018,MON,1178966
31/12/2017,SUN,1561293
30/12/2017,SAT,1793313
29/12/2017,FRI,1892738
28/12/2017,THU,1913430
27/12/2017,WED,1644299
26/12/2017,TUE,1196513
25/12/2017,MON,2241
24/12/2017,SUN,1341091
23/12/2017,SAT,1866574
22/12/2017,FRI,2392552
21/12/2017,THU,2490748
20/12/2017,WED,2644865
19/12/2017,TUE,2716348
18/12/2017,MON,2710825
17/12/2017,SUN,1594524
16/12/2017,SAT,2154422
15/12/2017,FRI,2935038
14/12/2017,THU,2955870
13/12/2017,WED,2910713
12/12/2017,TUE,2937316
11/12/2017,MON,2715339
10/12/2017,SUN,1426970
09/12/2017,SAT,2241845
08/12/2017,FRI,3022605
07/12/2017,THU,2996282
06/12/2017,WED,3006796
05/12/2017,TUE,2991278
04/12/2017,MON,2921774
03/12/2017,SUN,1652978
02/12/2017,SAT,2206837
01/12/2017,FRI,2996196
30/11/2017,THU,2984831
29/11/2017,WED,2958657
28/11/2017,TUE,2968484
27/11/2017,MON,2891822
26/11/2017,SUN,1685713
25/11/2017,SAT,2246677
24/11/2017,FRI,3062491
23/11/2017,THU,3026486
22/11/2017,WED,2985012
21/11/2017,TUE,2975262
20/11/2017,MON,2897395
19/11/2017,SUN,1702243
18/11/2017,SAT,2161003
17/11/2017,FRI,3033712
16/11/2017,THU,3022887
15/11/2017,WED,2974896
14/11/2017,TUE,2976589
13/11/2017,MON,2903144
12/11/2017,SUN,1647331
11/11/2017,SAT,2148413
10/11/2017,FRI,2996683
09/11/2017,THU,2977803
08/11/2017,WED,2961840
07/11/2017,TUE,2953149
06/11/2017,MON,2910468
05/11/2017,SUN,1692752
04/11/2017,SAT,2148023
03/11/2017,FRI,3015498
02/11/2017,THU,3017922
01/11/2017,WED,2999345
31/10/2017,TUE,2985073
30/10/2017,MON,2879533
29/10/2017,SUN,1669213
28/10/2017,SAT,2183474
27/10/2017,FRI,2777029
26/10/2017,THU,2714848
25/10/2017,WED,2746426
24/10/2017,TUE,2719370
23/10/2017,MON,2632353
22/10/2017,SUN,1674152
21/10/2017,SAT,2112726
20/10/2017,FRI,2932876
19/10/2017,THU,2963117
18/10/2017,WED,2946253
17/10/2017,TUE,2974272
16/10/2017,MON,2893718
15/10/2017,SUN,1690990
14/10/2017,SAT,2208850
13/10/2017,FRI,2998156
12/10/2017,THU,3017656
11/10/2017,WED,2969963
10/10/2017,TUE,2984501
09/10/2017,MON,2911030
08/10/2017,SUN,1680082
07/10/2017,SAT,2169218
06/10/2017,FRI,3022941
05/10/2017,THU,2973729
04/10/2017,WED,2986867
03/10/2017,TUE,2991645
02/10/2017,MON,2926238
01/10/2017,SUN,1654035
30/09/2017,SAT,2221840
29/09/2017,FRI,2993221
28/09/2017,THU,3016764
27/09/2017,WED,2990589
26/09/2017,TUE,2980034
25/09/2017,MON,2897950
24/09/2017,SUN,1719028
23/09/2017,SAT,2188765
22/09/2017,FRI,2980459
21/09/2017,THU,2944871
20/09/2017,WED,2948590
19/09/2017,TUE,2942720
18/09/2017,MON,2852958
17/09/2017,SUN,1628025
16/09/2017,SAT,2112596
15/09/2017,FRI,2897267
14/09/2017,THU,2941152
13/09/2017,WED,2911694
12/09/2017,TUE,2917989
11/09/2017,MON,2827202
10/09/2017,SUN,1590266
09/09/2017,SAT,2110149
08/09/2017,FRI,2812716
07/09/2017,THU,2842172
06/09/2017,WED,2794147
05/09/2017,TUE,2680201
04/09/2017,MON,2571103
03/09/2017,SUN,1517893
