Date,Day,Usage
02/09/2017,SAT,1987846
01/09/2017,FRI,2535026
31/08/2017,THU,2547281
30/08/2017,WED,2430077
29/08/2017,TUE,2461271
28/08/2017,MON,1664083
27/08/2017,SUN,1623049
26/08/2017,SAT,1942227
25/08/2017,FRI,2508084
24/08/2017,THU,2533040
23/08/2017,WED,2499389
22/08/2017,TUE,2503108
21/08/2017,MON,2413409
20/08/2017,SUN,1578328
19/08/2017,SAT,1971766
18/08/2017,FRI,2484221
17/08/2017,THU,2535709
16/08/2017,WED,2525716
15/08/2017,TUE,2528778
14/08/2017,MON,2473939
13/08/2017,SUN,1632898
12/08/2017,SAT,2027971
11/08/2017,FRI,2582354
10/08/2017,THU,2610476
09/08/2017,WED,2387839
08/08/2017,TUE,2559364
07/08/2017,MON,2494382
06/08/2017,SUN,1672075
05/08/2017,SAT,2035597
04/08/2017,FRI,2616735
03/08/2017,THU,2616991
02/08/2017,WED,2534246
01/08/2017,TUE,2611163
31/07/2017,MON,2557938
30/07/2017,SUN,1660667
29/07/2017,SAT,2050830
28/07/2017,FRI,2640309
27/07/2017,THU,2662054
26/07/2017,WED,2621000
25/07/2017,TUE,2680257
24/07/2017,MON,2567944
23/07/2017,SUN,1654806
22/07/2017,SAT,2012034
21/07/2017,FRI,2797126
20/07/2017,THU,2825058
19/07/2017,WED,2837580
18/07/2017,TUE,2858433
17/07/2017,MON,2810914
16/07/2017,SUN,1718288
15/07/2017,SAT,2178167
14/07/2017,FRI,2916891
13/07/2017,THU,2932720
12/07/2017,WED,2928471
11/07/2017,TUE,2887513
10/07/2017,MON,2854568
09/07/2017,SUN,1792181
08/07/2017,SAT,2293550
07/07/2017,FRI,2971950
06/07/2017,THU,2981254
05/07/2017,WED,2984710
04/07/2017,TUE,2975065
03/07/2017,MON,2898360
02/07/2017,SUN,1795975
01/07/2017,SAT,2268853
30/06/2017,FRI,3007078
30/06/2017,FRI,3007078
29/06/2017,THU,3013748
29/06/2017,THU,3013748
28/06/2017,WED,2965700
28/06/2017,WED,2965700
27/06/2017,TUE,2906163
27/06/2017,TUE,2906163
26/06/2017,MON,2825783
26/06/2017,MON,2825783
25/06/2017,SUN,1704745
25/06/2017,SUN,1704745
24/06/2017,SAT,2168143
24/06/2017,SAT,2168143
23/06/2017,FRI,2941494
22/06/2017,THU,2913426
21/06/2017,WED,2885545
20/06/2017,TUE,2903665
19/06/2017,MON,2813748
18/06/2017,SUN,1669894
17/06/2017,SAT,2201296
16/06/2017,FRI,3000807
15/06/2017,THU,2966970
14/06/2017,WED,2956116
13/06/2017,TUE,2958327
12/06/2017,MON,2886784
11/06/2017,SUN,1665473
10/06/2017,SAT,2166006
09/06/2017,FRI,2936144
08/06/2017,THU,2944973
07/06/2017,WED,2958660
06/06/2017,TUE,2834386
05/06/2017,MON,2832607
04/06/2017,SUN,1572597
03/06/2017,SAT,2175482
02/06/2017,FRI,2706416
01/06/2017,THU,2741764
31/05/2017,WED,2703560
30/05/2017,TUE,2668424
29/05/2017,MON,1685137
28/05/2017,SUN,1701607
27/05/2017,SAT,2169232
26/05/2017,FRI,3024151
25/05/2017,THU,3042523
24/05/2017,WED,3020770
23/05/2017,TUE,2980663
22/05/2017,MON,2955420
21/05/2017,SUN,1744252
20/05/2017,SAT,2214148
19/05/2017,FRI,3021884
18/05/2017,THU,3050911
17/05/2017,WED,2964534
16/05/2017,TUE,3011604
15/05/2017,MON,2918667
14/05/2017,SUN,1720902
13/05/2017,SAT,2220108
12/05/2017,FRI,3038354
11/05/2017,THU,3032724
10/05/2017,WED,3032382
09/05/2017,TUE,3019013
08/05/2017,MON,2953727
07/05/2017,SUN,1709260
06/05/2017,SAT,2217225
05/05/2017,FRI,3075583
04/05/2017,THU,3045372
03/05/2017,WED,3006667
02/05/2017,TUE,3013536
01/05/2017,MON,1687978
30/04/2017,SUN,1748806
29/04/2017,SAT,2265928
28/04/2017,FRI,3061264
27/04/2017,THU,3047578
26/04/2017,WED,3012314
25/04/2017,TUE,3025563
24/04/2017,MON,2931411
23/04/2017,SUN,1720504
22/04/2017,SAT,2208896
21/04/2017,FRI,2961217
20/04/2017,THU,2952560
19/04/2017,WED,2905726
18/04/2017,TUE,2792353
17/04/2017,MON,1590533
16/04/2017,SUN,1410982
15/04/2017,SAT,1997654
14/04/2017,FRI,1929324
13/04/2017,THU,2755779
12/04/2017,WED,2747337
11/04/2017,TUE,2751622
10/04/2017,MON,2677168
09/04/2017,SUN,1790161
08/04/2017,SAT,2246913
07/04/2017,FRI,2827014
06/04/2017,THU,2837329
05/04/2017,WED,2843498
04/04/2017,TUE,2791935
03/04/2017,MON,2781298
02/04/2017,SUN,1770641
01/04/2017,SAT,2228129
31/03/2017,FRI,3047471
30/03/2017,THU,3054909
29/03/2017,WED,3019746
28/03/2017,TUE,3040702
27/03/2017,MON,2974710
26/03/2017,SUN,1743084
25/03/2017,SAT,2325867
24/03/2017,FRI,3101279
23/03/2017,THU,3078885
22/03/2017,WED,3017719
21/03/2017,TUE,3090758
20/03/2017,MON,2984231
19/03/2017,SUN,1724099
18/03/2017,SAT,2287492
17/03/2017,FRI,3135846
16/03/2017,THU,3109723
15/03/2017,WED,3108629
14/03/2017,TUE,3084680
13/03/2017,MON,3043517
12/03/2017,SUN,1681354
11/03/2017,SAT,2318468
10/03/2017,FRI,3116570
09/03/2017,THU,3121426
08/03/2017,WED,3068672
07/03/2017,TUE,3105146
06/03/2017,MON,3036507
05/03/2017,SUN,1647345
04/03/2017,THU,2281790
04/03/2017,FRI,2282044
04/03/2017,SAT,2281790
03/03/2017,MON,3093224
03/03/2017,TUE,3093437
03/03/2017,WED,3093224
02/03/2017,FRI,3109302
02/03/2017,SAT,3109468
02/03/2017,SUN,3109302
01/03/2017,TUE,3088772
01/03/2017,WED,3088952
01/03/2017,THU,3088772
28/02/2017,SAT,3100720
28/02/2017,SUN,3100864
28/02/2017,MON,3100720
27/02/2017,WED,2980896
27/02/2017,THU,2981035
27/02/2017,FRI,2980896
26/02/2017,SUN,1725713
26/02/2017,MON,1725799
26/02/2017,TUE,1725713
25/02/2017,SAT,2222157
24/02/2017,FRI,3159821
23/02/2017,THU,3052601
22/02/2017,WED,3041505
21/02/2017,TUE,3065201
20/02/2017,MON,2982386
19/02/2017,SUN,1652410
18/02/2017,SAT,2192401
17/02/2017,FRI,2826166
16/02/2017,THU,2811893
15/02/2017,WED,2772846
14/02/2017,TUE,2825695
13/02/2017,MON,2756354
12/02/2017,SUN,1586930
11/02/2017,SAT,2075926
10/02/2017,FRI,2991486
09/02/2017,THU,3043581
08/02/2017,WED,3040570
07/02/2017,TUE,3053334
06/02/2017,MON,2977816
05/02/2017,SUN,1642009
04/02/2017,SAT,2234881
03/02/2017,FRI,3111035
02/02/2017,THU,3074631
01/02/2017,WED,3052115
31/01/2017,TUE,3058470
30/01/2017,MON,2992817
29/01/2017,SUN,1634782
28/01/2017,SAT,2232919
27/01/2017,FRI,3093789
26/01/2017,THU,3020114
25/01/2017,WED,3032813
24/01/2017,TUE,3047081
23/01/2017,MON,2953111
22/01/2017,SUN,1638874
21/01/2017,SAT,2203671
20/01/2017,FRI,3071624
19/01/2017,THU,3054274
18/01/2017,WED,3034337
17/01/2017,TUE,3045477
16/01/2017,MON,2944867
15/01/2017,SUN,1488402
14/01/2017,SAT,2119202
13/01/2017,FRI,2913318
12/01/2017,THU,2937679
11/01/2017,WED,2958844
10/01/2017,TUE,2944476
09/01/2017,MON,2408678
08/01/2017,SUN,1474842
07/01/2017,SAT,1984250
06/01/2017,FRI,2830775
05/01/2017,THU,2797651
04/01/2017,WED,2676638
03/01/2017,TUE,2499399
02/01/2017,MON,1639227
01/01/2017,SUN,1181648
31/12/2016,SAT,1966456
30/12/2016,FRI,2125729
29/12/2016,THU,2098417
28/12/2016,WED,2017315
27/12/2016,TUE,1643058
26/12/2016,MON,1307259
25/12/2016,SUN,714
24/12/2016,SAT,1691528
23/12/2016,FRI,2422038
22/12/2016,THU,2615202
21/12/2016,WED,2765612
20/12/2016,TUE,2882128
19/12/2016,MON,2870264
18/12/2016,SUN,1800346
17/12/2016,SAT,2343289
16/12/2016,FRI,3166389
15/12/2016,THU,3183738
14/12/2016,WED,3176895
13/12/2016,TUE,3130867
12/12/2016,MON,3109189
11/12/2016,SUN,1879955
10/12/2016,SAT,2405471
09/12/2016,FRI,3290993
08/12/2016,THU,3254731
07/12/2016,WED,3229003
06/12/2016,TUE,3193903
05/12/2016,MON,3148932
04/12/2016,SUN,1844613
03/12/2016,SAT,2449265
02/12/2016,FRI,3247202
01/12/2016,THU,3233898
30/11/2016,WED,3200110
29/11/2016,TUE,3185024
28/11/2016,MON,3138635
27/11/2016,SUN,1836335
26/11/2016,SAT,2444664
25/11/2016,FRI,3316052
24/11/2016,THU,3244403
23/11/2016,WED,3216909
22/11/2016,TUE,3189134
21/11/2016,MON,3084497
20/11/2016,SUN,1719516
19/11/2016,SAT,2392652
18/11/2016,FRI,3258427
17/11/2016,THU,3228762
16/11/2016,WED,3212224
15/11/2016,TUE,3207335
14/11/2016,MON,3116148
13/11/2016,SUN,1837911
12/11/2016,SAT,2244809
11/11/2016,FRI,3259487
10/11/2016,THU,3215660
09/11/2016,WED,3130514
08/11/2016,TUE,3187300
07/11/2016,MON,3125111
06/11/2016,SUN,1766596
05/11/2016,SAT,2376084
04/11/2016,FRI,3194816
03/11/2016,THU,3219774
02/11/2016,WED,3231774
01/11/2016,TUE,3191918
31/10/2016,MON,3118086
30/10/2016,SUN,1821616
29/10/2016,SAT,2361750
28/10/2016,FRI,3014061
27/10/2016,THU,2976387
26/10/2016,WED,2957606
25/10/2016,TUE,2927238
24/10/2016,MON,2849368
23/10/2016,SUN,1820727
22/10/2016,SAT,2352165
21/10/2016,FRI,3187154
20/10/2016,THU,3201548
19/10/2016,WED,3195505
18/10/2016,TUE,3184603
17/10/2016,MON,3135049
16/10/2016,SUN,1748143
15/10/2016,SAT,2368771
14/10/2016,FRI,3253486
13/10/2016,THU,3222292
12/10/2016,WED,3178214
11/10/2016,TUE,3202317
10/10/2016,MON,3153683
09/10/2016,SUN,1811273
08/10/2016,SAT,2357414
07/10/2016,FRI,3240783
06/10/2016,THU,3235362
05/10/2016,WED,3217616
04/10/2016,TUE,3189774
03/10/2016,MON,3125827
02/10/2016,SUN,1824525
01/10/2016,SAT,2296472
30/09/2016,FRI,3255259
29/09/2016,THU,3213318
28/09/2016,WED,3223519
27/09/2016,TUE,3178281
26/09/2016,MON,3108782
25/09/2016,SUN,1818866
24/09/2016,SAT,2383777
23/09/2016,FRI,3224380
22/09/2016,THU,3200094
21/09/2016,WED,3202984
20/09/2016,TUE,3157324
19/09/2016,MON,3097402
18/09/2016,SUN,1791166
17/09/2016,SAT,2289241
16/09/2016,FRI,3086378
15/09/2016,THU,3154652
14/09/2016,WED,3135867
13/09/2016,TUE,3101115
12/09/2016,MON,2987268
11/09/2016,SUN,1815845
10/09/2016,SAT,2204868
09/09/2016,FRI,3094263
08/09/2016,THU,3084863
07/09/2016,WED,3044512
06/09/2016,TUE,2965879
05/09/2016,MON,2860912
04/09/2016,SUN,1704256
03/09/2016,SAT,2164112
02/09/2016,FRI,2793808
01/09/2016,THU,2794945
31/08/2016,WED,2750962
30/08/2016,TUE,2712141
29/08/2016,MON,1822913
28/08/2016,SUN,1711353
27/08/2016,SAT,2117083
26/08/2016,FRI,2713010
25/08/2016,THU,2735387
24/08/2016,WED,2702546
23/08/2016,TUE,2735053
22/08/2016,MON,2648551
21/08/2016,SUN,1681279
20/08/2016,SAT,2071807
19/08/2016,FRI,2669595
18/08/2016,THU,2754487
17/08/2016,WED,2747696
16/08/2016,TUE,2732679
15/08/2016,MON,2689749
14/08/2016,SUN,1723591
13/08/2016,SAT,2147493
12/08/2016,FRI,2770795
11/08/2016,THU,2764748
10/08/2016,WED,2765555
09/08/2016,TUE,2766651
08/08/2016,MON,2691182
07/08/2016,SUN,1757563
06/08/2016,SAT,2204957
05/08/2016,FRI,2817469
04/08/2016,THU,2811102
03/08/2016,WED,2819192
02/08/2016,TUE,2753601
01/08/2016,MON,2726377
31/07/2016,SUN,1791631
30/07/2016,SAT,2239430
29/07/2016,FRI,2862034
28/07/2016,THU,2873307
27/07/2016,WED,2854139
26/07/2016,TUE,2868934
25/07/2016,MON,2805760
24/07/2016,SUN,1777328
23/07/2016,SAT,2259857
22/07/2016,FRI,2917833
21/07/2016,THU,2949746
20/07/2016,WED,2976032
19/07/2016,TUE,2988569
18/07/2016,MON,2976261
17/07/2016,SUN,1865033
16/07/2016,SAT,2364078
15/07/2016,FRI,3135159
14/07/2016,THU,3158065
13/07/2016,WED,3130361
12/07/2016,TUE,3091511
11/07/2016,MON,3043890
10/07/2016,SUN,1856218
09/07/2016,SAT,2386023
08/07/2016,FRI,3169809
07/07/2016,THU,3167934
06/07/2016,WED,3126222
05/07/2016,TUE,3093439
04/07/2016,MON,3098351
03/07/2016,SUN,1899418
02/07/2016,SAT,2411161
01/07/2016,FRI,3172808
30/06/2016,THU,3211438
29/06/2016,WED,3157674
28/06/2016,TUE,3172129
27/06/2016,MON,3096814
26/06/2016,SUN,1795761
25/06/2016,SAT,2303488
24/06/2016,FRI,3166542
23/06/2016,THU,3061323
22/06/2016,WED,3162746
21/06/2016,TUE,3173351
20/06/2016,MON,3041610
19/06/2016,SUN,1843341
18/06/2016,SAT,2339940
17/06/2016,FRI,3208558
16/06/2016,THU,3182906
15/06/2016,WED,3218397
14/06/2016,TUE,3139949
13/06/2016,MON,3047255
12/06/2016,SUN,1710174
11/06/2016,SAT,2316498
10/06/2016,FRI,3220647
09/06/2016,THU,3235153
08/06/2016,WED,3165252
07/06/2016,TUE,3120988
06/06/2016,MON,3064524
05/06/2016,SUN,1822271
04/06/2016,SAT,2286435
03/06/2016,FRI,2957086
02/06/2016,THU,2959335
01/06/2016,WED,2906940
31/05/2016,TUE,2744096
30/05/2016,MON,1803726
29/05/2016,SUN,1863991
28/05/2016,SAT,2345969
27/05/2016,FRI,3246840
26/05/2016,THU,3263025
25/05/2016,WED,3219622
24/05/2016,TUE,3218009
23/05/2016,MON,3156277
22/05/2016,SUN,1800437
21/05/2016,SAT,2348999
20/05/2016,FRI,3270332
19/05/2016,THU,3264322
18/05/2016,WED,3182307
17/05/2016,TUE,3236131
16/05/2016,MON,3175798
15/05/2016,SUN,1856061
14/05/2016,SAT,2375343
13/05/2016,FRI,3275608
12/05/2016,THU,3274906
11/05/2016,WED,3214118
10/05/2016,TUE,3189779
09/05/2016,MON,3160357
08/05/2016,SUN,1879906
07/05/2016,SAT,2424718
06/05/2016,FRI,3304690
05/05/2016,THU,3284250
04/05/2016,WED,3259814
03/05/2016,TUE,3211652
02/05/2016,MON,1807880
01/05/2016,SUN,1855549
30/04/2016,SAT,2389416
29/04/2016,FRI,3261937
28/04/2016,THU,3286304
27/04/2016,WED,3247181
26/04/2016,TUE,3239499
25/04/2016,MON,3186991
24/04/2016,SUN,1863871
23/04/2016,SAT,2423364
22/04/2016,FRI,3285004
21/04/2016,THU,3288167
20/04/2016,WED,3296526
19/04/2016,TUE,3265020
18/04/2016,MON,3171289
17/04/2016,SUN,1821188
16/04/2016,SAT,2358359
15/04/2016,FRI,3216677
14/04/2016,THU,3256591
13/04/2016,WED,3241073
12/04/2016,TUE,3217174
11/04/2016,MON,3063066
10/04/2016,SUN,1761644
09/04/2016,SAT,2284362
08/04/2016,FRI,2998028
07/04/2016,THU,2956922
06/04/2016,WED,2927198
05/04/2016,TUE,2959095
04/04/2016,MON,2854633
03/04/2016,SUN,1758152
02/04/2016,SAT,2305885
01/04/2016,FRI,2946045
31/03/2016,THU,2923147
30/03/2016,WED,2880332
29/03/2016,TUE,2839595
28/03/2016,MON,1659298
27/03/2016,SUN,1452592
26/03/2016,SAT,2023245
25/03/2016,FRI,2103735
24/03/2016,THU,3183783
23/03/2016,WED,3214896
22/03/2016,TUE,3248253
21/03/2016,MON,3190605
20/03/2016,SUN,1782589
19/03/2016,SAT,2374391
18/03/2016,FRI,3296343
17/03/2016,THU,3326932
16/03/2016,WED,3277829
15/03/2016,TUE,3261803
14/03/2016,MON,3217247
13/03/2016,SUN,1853944
12/03/2016,SAT,2415495
11/03/2016,FRI,3340784
10/03/2016,THU,3298876
09/03/2016,WED,3242429
08/03/2016,TUE,3279265
07/03/2016,MON,3203375
06/03/2016,SUN,1790565
05/03/2016,SAT,2356932
04/03/2016,FRI,3353329
03/03/2016,THU,3342062
02/03/2016,WED,3276811
01/03/2016,TUE,3234438
29/02/2016,MON,3226566
28/02/2016,SUN,1800613
27/02/2016,SAT,2407862
26/02/2016,FRI,3345057
25/02/2016,THU,3317883
24/02/2016,WED,3303555
23/02/2016,TUE,3294500
22/02/2016,MON,3156394
21/02/2016,SUN,1748959
20/02/2016,SAT,2274488
19/02/2016,FRI,3047362
18/02/2016,THU,3032838
17/02/2016,WED,3000138
16/02/2016,TUE,3033776
15/02/2016,MON,2946604
14/02/2016,SUN,1889301
13/02/2016,SAT,2306744
12/02/2016,FRI,3304682
11/02/2016,THU,3332520
10/02/2016,WED,3298268
09/02/2016,TUE,3306645
08/02/2016,MON,3165937
07/02/2016,SUN,1808969
06/02/2016,SAT,2332471
05/02/2016,FRI,3338794
04/02/2016,THU,3327657
03/02/2016,WED,3295475
02/02/2016,TUE,3317751
01/02/2016,MON,3215046
31/01/2016,SUN,1734565
30/01/2016,SAT,2428749
29/01/2016,FRI,3332406
28/01/2016,THU,3347943
27/01/2016,WED,3238725
26/01/2016,TUE,3255921
25/01/2016,MON,3227914
24/01/2016,SUN,1773982
23/01/2016,SAT,2395618
22/01/2016,FRI,3287147
21/01/2016,THU,3298210
20/01/2016,WED,3283557
19/01/2016,TUE,3275836
18/01/2016,MON,3200913
17/01/2016,SUN,1694987
16/01/2016,SAT,2378394
15/01/2016,FRI,3312907
14/01/2016,THU,3252051
13/01/2016,WED,3268075
12/01/2016,TUE,3228439
11/01/2016,MON,3155778
10/01/2016,SUN,1693695
09/01/2016,SAT,2222195
08/01/2016,FRI,3171574
07/01/2016,THU,3081504
06/01/2016,WED,3071764
05/01/2016,TUE,3016584
04/01/2016,MON,2826324
03/01/2016,SUN,1456756
02/01/2016,SAT,1932162
01/01/2016,FRI,1368325
31/12/2015,THU,2392402
30/12/2015,WED,2266804
29/12/2015,TUE,2292235
28/12/2015,MON,1833773
27/12/2015,SUN,1504050
26/12/2015,SAT,1394672
25/12/2015,FRI,750
24/12/2015,THU,2125627
23/12/2015,WED,2724717
22/12/2015,TUE,2800053
21/12/2015,MON,2837807
20/12/2015,SUN,1881258
19/12/2015,SAT,2482669
18/12/2015,FRI,3374128
17/12/2015,THU,3389663
16/12/2015,WED,3391440
15/12/2015,TUE,3369317
14/12/2015,MON,3320752
13/12/2015,SUN,1912268
12/12/2015,SAT,2559779
11/12/2015,FRI,3486579
10/12/2015,THU,3474721
09/12/2015,WED,3474043
08/12/2015,TUE,3438756
07/12/2015,MON,3370306
06/12/2015,SUN,1930698
05/12/2015,SAT,2561343
04/12/2015,FRI,3525018
03/12/2015,THU,3487422
02/12/2015,WED,3453515
01/12/2015,TUE,3437119
30/11/2015,MON,3335790
29/11/2015,SUN,1897455
28/11/2015,SAT,2583304
27/11/2015,FRI,3521975
26/11/2015,THU,3471762
25/11/2015,WED,3423086
24/11/2015,TUE,3393729
23/11/2015,MON,3336388
22/11/2015,SUN,1881336
21/11/2015,SAT,2445521
20/11/2015,FRI,3496347
19/11/2015,THU,3437074
18/11/2015,WED,3424167
17/11/2015,TUE,3386038
16/11/2015,MON,3344786
15/11/2015,SUN,1888163
14/11/2015,SAT,2370003
13/11/2015,FRI,3472984
12/11/2015,THU,3457755
11/11/2015,WED,3424237
10/11/2015,TUE,3415994
09/11/2015,MON,3357168
08/11/2015,SUN,1932222
07/11/2015,SAT,2461917
06/11/2015,FRI,3466638
05/11/2015,THU,3451679
04/11/2015,WED,3435151
03/11/2015,TUE,3411061
02/11/2015,MON,3318874
01/11/2015,SUN,1920837
31/10/2015,SAT,2613291
30/10/2015,FRI,3254849
29/10/2015,THU,3219831
28/10/2015,WED,3193857
27/10/2015,TUE,3205497
26/10/2015,MON,3147229
25/10/2015,SUN,2038797
24/10/2015,SAT,2521818
23/10/2015,FRI,3448563
22/10/2015,THU,3455124
21/10/2015,WED,3377935
20/10/2015,TUE,3456438
19/10/2015,MON,3356095
18/10/2015,SUN,1947103
17/10/2015,SAT,2574728
16/10/2015,FRI,3502265
15/10/2015,THU,3488131
14/10/2015,WED,3471171
13/10/2015,TUE,3455372
12/10/2015,MON,3394939
11/10/2015,SUN,1983995
10/10/2015,SAT,2585146
09/10/2015,FRI,3540873
08/10/2015,THU,3505053
07/10/2015,WED,3439534
06/10/2015,TUE,3407433
05/10/2015,MON,3318032
04/10/2015,SUN,2019790
03/10/2015,SAT,2574676
02/10/2015,FRI,3487720
01/10/2015,THU,3469095
30/09/2015,WED,3467765
29/09/2015,TUE,3449141
28/09/2015,MON,3361516
27/09/2015,SUN,2005152
26/09/2015,SAT,2621643
25/09/2015,FRI,3493707
24/09/2015,THU,3402286
23/09/2015,WED,3426921
22/09/2015,TUE,3375556
21/09/2015,MON,3315036
20/09/2015,SUN,1981741
19/09/2015,SAT,2565830
18/09/2015,FRI,3419367
17/09/2015,THU,3436587
16/09/2015,WED,3311918
15/09/2015,TUE,3325281
14/09/2015,MON,3233753
13/09/2015,SUN,1885418
12/09/2015,SAT,2475613
11/09/2015,FRI,3360220
10/09/2015,THU,3352009
09/09/2015,WED,3317009
08/09/2015,TUE,3295492
07/09/2015,MON,3212001
06/09/2015,SUN,1863566
05/09/2015,SAT,2340443
04/09/2015,FRI,3210809
03/09/2015,THU,3162839
02/09/2015,WED,3082596
01/09/2015,TUE,3002316
31/08/2015,MON,1748054
30/08/2015,SUN,1880140
29/08/2015,SAT,2303813
28/08/2015,FRI,2958126
27/08/2015,THU,2934544
26/08/2015,WED,2768566
25/08/2015,TUE,2863112
24/08/2015,MON,2766054
23/08/2015,SUN,1708398
22/08/2015,SAT,2315053
21/08/2015,FRI,2968228
20/08/2015,THU,2967136
19/08/2015,WED,2948005
18/08/2015,TUE,2911461
17/08/2015,MON,2873245
16/08/2015,SUN,1800921
15/08/2015,SAT,2350319
14/08/2015,FRI,2937344
13/08/2015,THU,2871044
12/08/2015,WED,2969769
11/08/2015,TUE,2956371
10/08/2015,MON,2866709
09/08/2015,SUN,1883131
08/08/2015,SAT,2346142
07/08/2015,FRI,3010890
06/08/2015,THU,2357905
05/08/2015,WED,2893659
04/08/2015,TUE,3002755
03/08/2015,MON,2913628
02/08/2015,SUN,1954267
01/08/2015,SAT,2395969
31/07/2015,FRI,3070508
30/07/2015,THU,3055790
29/07/2015,WED,3054184
28/07/2015,TUE,3053477
27/07/2015,MON,2974429
26/07/2015,SUN,1715588
25/07/2015,SAT,2454132
24/07/2015,FRI,2963325
23/07/2015,THU,3132195
22/07/2015,WED,3127889
21/07/2015,TUE,3156891
20/07/2015,MON,3063834
19/07/2015,SUN,1970112
18/07/2015,SAT,2477280
17/07/2015,FRI,3263605
16/07/2015,THU,3322164
15/07/2015,WED,3310178
14/07/2015,TUE,3291473
13/07/2015,MON,3220660
12/07/2015,SUN,1909712
11/07/2015,SAT,2528310
10/07/2015,FRI,3359284
09/07/2015,THU,2674666
08/07/2015,WED,3222699
07/07/2015,TUE,3332435
06/07/2015,MON,3286759
05/07/2015,SUN,1935356
04/07/2015,SAT,2563922
03/07/2015,FRI,3417864
02/07/2015,THU,3375892
01/07/2015,WED,3332053
30/06/2015,TUE,3376979
29/06/2015,MON,3308320
28/06/2015,SUN,1931460
27/06/2015,SAT,2599350
26/06/2015,FRI,3413123
25/06/2015,THU,3408958
24/06/2015,WED,3395556
23/06/2015,TUE,3373527
22/06/2015,MON,3285537
21/06/2015,SUN,1956735
20/06/2015,SAT,2503640
19/06/2015,FRI,3432468
18/06/2015,THU,3426048
17/06/2015,WED,3418476
16/06/2015,TUE,3401718
15/06/2015,MON,3323176
14/06/2015,SUN,1896261
13/06/2015,SAT,2483535
12/06/2015,FRI,3435411
11/06/2015,THU,3431379
10/06/2015,WED,3411847
09/06/2015,TUE,3385035
08/06/2015,MON,3313439
07/06/2015,SUN,1952951
06/06/2015,SAT,2558262
05/06/2015,FRI,3439939
04/06/2015,THU,3448444
03/06/2015,WED,3403139
02/06/2015,TUE,3334658
01/06/2015,MON,3286187
31/05/2015,SUN,1794197
30/05/2015,SAT,2523287
29/05/2015,FRI,3124793
28/05/2015,THU,3194248
27/05/2015,WED,3182725
26/05/2015,TUE,3109925
25/05/2015,MON,1970812
24/05/2015,SUN,1995916
23/05/2015,SAT,2457411
22/05/2015,FRI,3468244
21/05/2015,THU,3473269
20/05/2015,WED,3449487
19/05/2015,TUE,3399260
18/05/2015,MON,3322241
17/05/2015,SUN,1959615
16/05/2015,SAT,2585774
15/05/2015,FRI,3535565
14/05/2015,THU,3402443
13/05/2015,WED,3458099
12/05/2015,TUE,3419664
11/05/2015,MON,3365992
10/05/2015,SUN,1935880
09/05/2015,SAT,2501397
08/05/2015,FRI,3456872
07/05/2015,THU,3458805
06/05/2015,WED,3406033
05/05/2015,TUE,3394203
04/05/2015,MON,1998463
03/05/2015,SUN,1928947
02/05/2015,SAT,2522681
01/05/2015,FRI,3512785
30/04/2015,THU,3517381
29/04/2015,WED,3425565
28/04/2015,TUE,3462304
27/04/2015,MON,3388564
26/04/2015,SUN,1962644
25/04/2015,SAT,2564890
24/04/2015,FRI,3516902
23/04/2015,THU,3475674
22/04/2015,WED,3432638
21/04/2015,TUE,3409744
20/04/2015,MON,3330715
19/04/2015,SUN,1839432
18/04/2015,SAT,2547403
17/04/2015,FRI,3399732
16/04/2015,THU,3369409
15/04/2015,WED,3353652
14/04/2015,TUE,3323339
13/04/2015,MON,3166091
12/04/2015,SUN,1841689
11/04/2015,SAT,2408564
10/04/2015,FRI,3129964
09/04/2015,THU,3096090
08/04/2015,WED,3055081
07/04/2015,TUE,3023722
06/04/2015,MON,1895689
05/04/2015,SUN,1589538
04/04/2015,SAT,2217575
03/04/2015,FRI,2107136
02/04/2015,THU,3216208
01/04/2015,WED,3230348
31/03/2015,TUE,3216531
30/03/2015,MON,3167325
29/03/2015,SUN,1804089
28/03/2015,SAT,2528360
27/03/2015,FRI,3540328
26/03/2015,THU,3461114
25/03/2015,WED,3471855
24/03/2015,TUE,3445291
23/03/2015,MON,3394709
22/03/2015,SUN,1923858
21/03/2015,SAT,2534979
20/03/2015,FRI,3524931
19/03/2015,THU,3468993
18/03/2015,WED,3480774
17/03/2015,TUE,3474290
16/03/2015,MON,3374790
15/03/2015,SUN,1870673
14/03/2015,SAT,2593341
13/03/2015,FRI,3540070
12/03/2015,THU,3509199
11/03/2015,WED,3490887
10/03/2015,TUE,3477814
09/03/2015,MON,3370373
08/03/2015,SUN,1893088
07/03/2015,SAT,2588972
06/03/2015,FRI,3535897
05/03/2015,THU,3496493
04/03/2015,WED,3487815
03/03/2015,TUE,3467409
02/03/2015,MON,3389396
01/03/2015,SUN,1971826
28/02/2015,SAT,2514182
27/02/2015,FRI,3583239
26/02/2015,THU,3460171
25/02/2015,WED,3497623
24/02/2015,TUE,3454279
23/02/2015,MON,3344260
22/02/2015,SUN,1821471
21/02/2015,SAT,2475702
20/02/2015,FRI,3242278
19/02/2015,THU,3187140
18/02/2015,WED,3252832
17/02/2015,TUE,3249217
16/02/2015,MON,3108064
15/02/2015,SUN,1911947
14/02/2015,SAT,2512641
13/02/2015,FRI,3445944
12/02/2015,THU,3476915
11/02/2015,WED,3459565
10/02/2015,TUE,3462992
09/02/2015,MON,3391846
08/02/2015,SUN,1890732
07/02/2015,SAT,2487387
